id,complex_name,count,accession_numbers
834,20S methylosome and RG-containing Sm protein complex,5,"['P62318', 'O14744', 'P62314', 'P54105', 'P62316']"
781,URI complex (Unconventional prefoldin RPB5 Interactor),5,"['Q13616', 'O94763', 'Q9UHV9', 'Q9Y230', 'P63208']"
280,GAPDH-HMGB-HSPA8-PDIA3 complex,5,"['P04406', 'P26583', 'P09429', 'P11142', 'P30101']"
649,HDAC1-associated core complex cII,5,"['Q86YP4', 'Q9UBB5', 'O94776', 'O95983', 'Q9UKL0']"
7947,MBD3-NuRD complex,5,"['Q86YP4', 'O14519', 'O94776', 'O95983', 'Q8WXI9']"
5604,Emerin complex 1,5,"['Q15417', 'Q13813', 'Q12965', 'Q8WWI1', 'P35579']"
5193,TNFalpha-NFkappa B signaling complex,5,"['O00505', 'O15111', 'Q9Y6K9', 'Q00653', 'P19838']"
811,FCP1-associated protein complex,5,"['O14744', 'P35269', 'P30876', 'Q15208', 'Q9BQA1']"
632,Anti-HDAC2 complex,5,"['O60341', 'O94776', 'Q9P0W2', 'Q9UKL0', 'Q14202']"
646,HDAC1-associated protein complex,5,"['O60341', 'Q9UBB5', 'O94776', 'O95983', 'Q9UKL0']"
2904,"Respiratory chain complex I (intermediate VII/650kD), mitochondrial",5,"['O75251', 'P19404', 'Q16795', 'O43678', 'O43181']"
2905,"Respiratory chain complex I (intermediate), mitochondrial",5,"['O75251', 'P19404', 'Q16795', 'O43678', 'O43181']"
1261,SRm160/300 complex,5,"['Q9UQ35', 'P08621', 'Q8IYB3', 'P09661', 'P62995']"
2201,PCNA-RFC2-5 complex,5,"['P12004', 'P35249', 'P35250', 'P40937', 'P40938']"
2797,PCNA-CHL12-RFC2-5 complex,5,"['P12004', 'P35249', 'P35250', 'P40937', 'P40938']"
8151,"Repairosome complex, XPA-specific",5,"['P12004', 'P18858', 'P35251', 'P15927', 'P32780']"
785,Exon junction complex,5,"['Q9Y5S9', 'Q86V81', 'Q8IYB3', 'Q9BZI7', 'Q15287']"
938,"FACT complex, UV-activated",5,"['P19784', 'Q9Y5B9', 'P68400', 'Q08945', 'P67870']"
7884,ANP32A-APEX1-HMG2-NME1-SET complex,5,"['P26583', 'Q01105', 'P15531', 'P39687', 'P27695']"
1729,TLE1 corepressor complex,5,"['P34932', 'Q15233', 'P19338', 'P09874', 'P06748']"
3135,TLE1 corepressor complex,5,"['P34932', 'Q15233', 'P19338', 'P09874', 'P06748']"
279,RFC complex,5,"['P35251', 'P35249', 'P35250', 'P40937', 'P40938']"
433,BASC complex (BRCA1-associated genome surveillance complex),5,"['P35251', 'P35249', 'P35250', 'P49959', 'P43246']"
3066,"RNA polymerase II complex, chromatin structure modifying",5,"['P35269', 'Q13503', 'P51531', 'Q00403', 'P24928']"
10896,TIP60-C complex,5,"['Q9NPF5', 'Q9Y230', 'P07437', 'Q9NV56', 'Q15014']"
822,"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)",4,"['O95453', 'Q13868', 'Q9BZI7', 'Q9H0D6']"
8072,AHCYL1-CPSF complex,4,"['O95639', 'Q6UN15', 'Q10570', 'O43865']"
7657,AQR-ISY1-PPIE-PRPF19-XAB2-ZNF830 complex,4,"['Q9UNP9', 'Q9ULR0', 'O60306', 'Q9UMS4']"
7792,AXL-DOCK1-ELMO2-MET complex,4,"['P30530', 'Q96JJ3', 'P08581', 'Q14185']"
313,Cell cycle kinase complex CDK5,4,"['Q00535', 'P38936', 'P12004', 'P24385']"
5269,TNF-alpha/NF-kappa B signaling complex 8,4,"['Q13451', 'Q86UP2', 'Q16543', 'P07900']"
6039,Dynein-dynactin complex,4,"['Q14204', 'P63167', 'Q9Y6G9', 'Q14203']"
8305,PP6 holoenzyme,4,"['Q5H9R7', 'Q9UPN7', 'O00743', 'P78318']"
8134,MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37A complex,4,"['Q8NEZ2', 'Q8WUM4', 'Q99816', 'Q9UK41']"
6468,TRAPP complex oligomer,4,"['Q8WVT3', 'Q9UL33', 'O43617', 'Q9Y296']"
8613,TRAPP III complex,4,"['Q8WVT3', 'Q9UL33', 'O43617', 'Q9Y296']"
1153,Integrator complex,4,"['Q68E01', 'Q9NVR2', 'Q75QN2', 'Q96HW7']"
86,NUMAC complex (nucleosomal methylation activator complex),4,"['Q96KG9', 'Q86X55', 'O14497', 'Q969G3']"
6341,GIT1-ARHGEF7-PAK1-PXN complex,4,"['Q13153', 'Q14155', 'P49023', 'Q9Y2X7']"
6778,SCRIB-GIT1-ARHGEF7-PAK1 complex,4,"['Q13153', 'Q14155', 'Q9Y2X7', 'Q14160']"
4392,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)",4,"['Q14152', 'Q13347', 'O75821', 'Q99613']"
4403,"EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)",4,"['Q14152', 'Q13347', 'O75821', 'O75822']"
5385,GAIT complex,4,"['P40429', 'P04406', 'O60506', 'P07814']"
2792,MCM2-MCM4-MCM6-MCM7 complex,4,"['P33991', 'P33993', 'Q14566', 'P49736']"
6985,ProTalpha C5 complex,4,"['P06454', 'Q07021', 'P25786', 'P39687']"
7298,ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex,4,"['P06454', 'Q07021', 'P25786', 'P39687']"
8076,KIF4A-KIF14-KIF20A-KIF23-PRC1 complex,4,"['O95235', 'O95239', 'Q02241', 'O43663']"
2727,SRC-3 complex,4,"['P10155', 'O14920', 'O15111', 'Q9Y6K9']"
7110,IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex,4,"['Q03405', 'P00747', 'P11717', 'P00749']"
5876,EIF4A1-PPME1-PPP2CA-PPP2R1A-PPP2R1B complex,4,"['P30154', 'P30153', 'P60842', 'Q9Y570']"
8325,Ragulator-Rag complex,4,"['Q7L523', 'Q9HB90', 'Q6IAA8', 'Q9UHA4']"
59,AP3 adaptor complex,4,"['O00203', 'Q92572', 'Q9Y2T2', 'O14617']"
8355,AP2-PICALM adaptor complex,4,"['P63010', 'O95782', 'Q96CW1', 'Q13492']"
6052,BAG3-HSC70-HSPB8-CHIP complex,4,"['O95817', 'Q9UJY1', 'Q9UNE7', 'P11142']"
1186,ESCRT-III complex,4,"['Q9BY43', 'Q9HD42', 'Q9UQN3', 'Q9H444']"
311,Cell cycle kinase complex CDK2,4,"['P38936', 'P12004', 'P24941', 'P24385']"
1148,snRNP-free U1A (SF-A) complex,4,"['P17844', 'P23246', 'P09012', 'Q15233']"
3082,DGCR8 multiprotein complex,4,"['P17844', 'O43390', 'P35637', 'P19338']"
8742,CHUK-HSP90-IKBKB-TOMM70 complex,4,"['O14920', 'O15111', 'P07900', 'O94826']"
1149,Histone H3.1 complex,4,"['O14929', 'P62805', 'Q13112', 'P49321']"
1193,Rap1 complex,4,"['Q9NYB0', 'P09874', 'P49959', 'Q15554']"
7699,MCPH1-Condensin II complex,4,"['Q9NYB0', 'Q9NTJ3', 'O95347', 'Q15554']"
725,P2X7 receptor signalling complex,4,"['O43707', 'O95425', 'P11142', 'P42356']"
2480,"CIN85 complex (BCAR1, CBL, CRK, GRB2, PIK3R1, SH3KBP1, SOS1)",4,"['P56945', 'P46108', 'P62993', 'Q96B97']"
3118,"SMN complex (GEMIN2, SMN1, SNRPB, SNRPDs)",4,"['P62304', 'P62318', 'P62314', 'P62316']"
819,20S methylosome-SmD complex,4,"['P62318', 'O14744', 'P62314', 'P54105']"
8563,"COA3-HSPA9-TIMM44-TIM23(sort) complex, mitochondrial",4,"['P38646', 'P60602', 'O43615', 'Q9BVV7']"
8317,AKT1-CDC37-CDK4-HSPA1A-HSP90AA1-NR3C1-PPP5C-RAF1-TSC1-TSC2 complex,4,"['P53041', 'Q16543', 'P07900', 'P49815']"
9053,UV-DDB complex,4,"['Q13619', 'Q9BT78', 'P09874', 'Q13620']"
6462,MLL1 complex,4,"['O15294', 'P61964', 'Q9C005', 'P51610']"
7664,EZR-MSN-PAG1-RDX-SLC9A3R1 complex,4,"['P35241', 'P15311', 'O14745', 'P26038']"
8008,"APC/C complex, 1.5 MDa",4,"['O14519', 'Q9UJX4', 'Q13042', 'Q8NHZ8']"
8734,HSP90-IRF3-MAVS-TBK1-TOMM70 complex,4,"['Q9UHD2', 'Q7Z434', 'P07900', 'O94826']"
6951,NG2-galectin-3-alpha3beta1-integrin complex,4,"['P17931', 'P26006', 'P05556', 'Q6UVK1']"
711,Brm-associated complex,4,"['O14744', 'P51531', 'O14497', 'Q969G3']"
714,BRM-SIN3A complex,4,"['O14744', 'P51531', 'O14497', 'Q969G3']"
806,BRM-SIN3A-HDAC complex,4,"['O14744', 'P51531', 'O14497', 'Q969G3']"
808,BRM-associated complex,4,"['O14744', 'P51531', 'O14497', 'Q969G3']"
7372,BRD7-SWI–SNF complex,4,"['O14744', 'P51531', 'O14497', 'Q969G3']"
1191,RNA pol II containing coactivator complex Tat-SF,4,"['O43719', 'P50750', 'P19338', 'P24928']"
1769,CPSF6-ITCH-NUDT21-POLR2A complex,4,"['O43809', 'Q16630', 'Q96J02', 'P24928']"
633,anti-BHC110 complex,4,"['O60341', 'Q9P0W2', 'Q9UKL0', 'Q14202']"
5608,Emerin architectural complex,4,"['P02545', 'P20700', 'Q13813', 'Q13287']"
8152,"Repairosome sub-complex, XPA-specific",4,"['P12004', 'P35251', 'P27694', 'P32780']"
3142,CAMK2-delta-MASH1 promoter-coactivator complex,4,"['P12931', 'Q15233', 'P09874', 'P24928']"
814,Postsplicing complex,4,"['Q9Y5S9', 'Q9UBU9', 'Q9BZI7', 'Q15287']"
7967,ALYREF-NXF1-RBM8A-UPF3B complex,4,"['Q9Y5S9', 'Q86V81', 'Q9UBU9', 'Q9BZI7']"
2719,Casein kinase II-HMG1 complex,4,"['P19784', 'P09429', 'P68400', 'P67870']"
8642,CDC37-HSP90AA1-MAPK1-MAPK3-MAPK11 complex,4,"['P27361', 'P28482', 'Q16543', 'P07900']"
434,BASC (Ab 80) complex (BRCA1-associated genome surveillance complex),4,"['P35251', 'P35249', 'P35250', 'P43246']"
3060,"RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying",4,"['P35269', 'Q13503', 'P51531', 'P24928']"
266,RAD17-RFC complex,4,"['P35249', 'P35250', 'P40937', 'P40938']"
274,9-1-1-RAD17-RFC complex,4,"['P35249', 'P35250', 'P40937', 'P40938']"
2199,CHTF18-RFC2-5 complex,4,"['P35249', 'P35250', 'P40937', 'P40938']"
2200,RFC2-5 subcomplex,4,"['P35249', 'P35250', 'P40937', 'P40938']"
2804,CTF18-cohesion-RFC complex,4,"['P35249', 'P35250', 'P40937', 'P40938']"
3070,CTF18-cohesion-RFC-POLH complex,4,"['P35249', 'P35250', 'P40937', 'P40938']"
685,MeCP1 complex,4,"['Q9UBB5', 'O94776', 'O95983', 'Q8WXI9']"
528,NuA4/Tip60-HAT complex,4,"['Q9NPF5', 'Q9Y230', 'Q9NV56', 'Q15014']"
529,NuA4/Tip60-HAT complex,4,"['Q9NPF5', 'Q9Y230', 'Q9NV56', 'Q15014']"
562,LSm2-8 complex,4,"['O95777', 'Q9Y333', 'Q9Y4Z0', 'P62310']"
2383,ITGA5-ITGB1-FN1-TGM2 complex,4,"['P08648', 'P05556', 'P21980', 'P02751']"
7977,cBAF complex,4,"['P51531', 'O14497', 'Q969G3', 'Q92785']"
9698,HDAC7-CTNNB1-YWHAE-YWHAH-YWHAZ complex,4,"['P63104', 'Q04917', 'P62258', 'P35222']"
8015,"CTLH complex, submodule of the IFT/lebercilin complex",4,"['O43464', 'Q9NWU2', 'Q9H7D7', 'Q9UL63']"
8236,PPIH-PRPF3-PRPF4 complex,3,"['O43447', 'O43172', 'O43395']"
755,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)",3,"['Q9BRP8', 'Q9Y5S9', 'Q9BZI7']"
168,"Protein-sorting ternary complex (EPS15, HGS, STAM2)",3,"['O75886', 'O14964', 'P42566']"
3677,RIN1-STAM2-HRS complex,3,"['O75886', 'Q13671', 'O14964']"
3678,"RIN1-STAM2-EGFR complex, EGF stimulated",3,"['O75886', 'Q13671', 'P00533']"
1167,Paf complex,3,"['Q6P1J9', 'Q9GZS3', 'Q8N7H5']"
1144,Cleavage and polyadenylation factor (CPSF),3,"['O95639', 'Q6UN15', 'Q10570']"
2241,HTT-OPTN-RAB8A complex,3,"['Q96CV9', 'P42858', 'P61006']"
7141,"Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)",3,"['Q9Y6B6', 'Q9Y6Y8', 'Q15436']"
8098,MMP2-MMP14-TIMP2 complex,3,"['P08253', 'P16035', 'P50281']"
8239,PPIE-AQR-XAB2-ISY1-ZNF830 complex,3,"['Q9UNP9', 'Q9ULR0', 'O60306']"
3162,TF-FVIIa-FXa-TFPI complex,3,"['P10646', 'P13726', 'P00742']"
2431,ITGA2-ITGB1-COL6A3 complex,3,"['P12111', 'P17301', 'P05556']"
2434,ITGA1-ITGB1-COL6A3 complex,3,"['P12111', 'P56199', 'P05556']"
10366,GBA1-GRN-HSPA1A-SCARB2 complex,3,"['P28799', 'Q14108', 'P04062']"
8463,BRISC complex,3,"['P46736', 'Q9NXR7', 'Q15018']"
815,MRIP-MBS-RHOA complex,3,"['P61586', 'O14974', 'Q6WCQ1']"
5285,TNF-alpha/NF-kappa B signaling complex 9,3,"['Q13451', 'O15111', 'Q16543']"
6038,Dynein complex,3,"['Q14204', 'P63167', 'Q9Y6G9']"
2419,ITGA4-ITGB1-CD81 complex,3,"['P60033', 'P05556', 'P13612']"
2192,"Ubiquitin E3 ligase (NIPA, SKP1A, CUL1, RBX1)",3,"['Q86WB0', 'Q13616', 'P63208']"
3075,UTX-MLL2/3 complex,3,"['Q5H9R7', 'P61964', 'Q9Y2X9']"
5274,"Cell-cell junction complex (ARHGAP10, CTNNA1, CTNNB1)",3,"['P35221', 'A1A4S6', 'P35222']"
6249,"MIB complex, mitochondrial",3,"['Q6UXV4', 'Q9Y512', 'Q16891']"
656,VPS35-VPS29-VPS26A complex,3,"['O75436', 'Q96QK1', 'Q9UBQ0']"
6919,ILK-LIMS1-PARVA complex,3,"['Q9NVD7', 'P48059', 'Q13418']"
7834,MRC2-PLAU-PLAUR complex,3,"['Q9UBG0', 'Q03405', 'P00749']"
6264,DLG5-SORBS3-CTNNB1 complex,3,"['Q8TDM6', 'O60504', 'P35222']"
753,UTM-SGCE-DAG1-CAV1-NOS3 complex,3,"['P46939', 'Q03135', 'Q14118']"
8337,GSK3B-SRPK1-WNK1 complex,3,"['Q96SB4', 'Q9H4A3', 'P49841']"
8300,RAN-RANBP1-RCC1 complex,3,"['P43487', 'P18754', 'P62826']"
2346,ITGAV-ITGB5-ADAM9 complex,3,"['Q13443', 'P18084', 'P06756']"
7793,FOXK1-PLK1-SPAG9 complex,3,"['P53350', 'O60271', 'P85037']"
7965,DCTN1-DYNC1I1-NUDC-PLK1 complex,3,"['P53350', 'Q9Y266', 'Q14203']"
5184,SWI/SNF-related chromatin-remodeling complex,3,"['P51608', 'P51531', 'Q969G3']"
87,Nup 107-160 subcomplex,3,"['P52948', 'P55735', 'Q8NFH4']"
6308,protein complex (DDX28; DHX30; GRSF1; FASTKD2; FASTKD5),3,"['Q9NYY8', 'Q7L2E3', 'Q12849']"
2399,ITGA3-ITGB1-CD63 complex,3,"['P08962', 'P26006', 'P05556']"
2424,ITGA4-ITGB1-CD63 complex,3,"['P08962', 'P05556', 'P13612']"
8169,CD63-PDCD6IP-SDCBP complex,3,"['P08962', 'O00560', 'Q8WUM4']"
6859,HRD1 complex,3,"['O94905', 'Q96DZ1', 'P14625']"
1154,DSS1 complex,3,"['Q9NVR2', 'Q75QN2', 'Q96HW7']"
6928,ARHGEF7-GIT2-PAK1 complex,3,"['Q13153', 'Q14161', 'Q14155']"
4389,"EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)",3,"['Q14152', 'Q13347', 'O75821']"
5318,ASAP1-CTTN-PXN complex,3,"['Q14247', 'Q9ULH1', 'P49023']"
6908,CTNNB1-FERMT2-YBX1 complex,3,"['Q96AC1', 'P67809', 'P35222']"
127,NDC80 kinetochore complex,3,"['Q8NBT2', 'Q9HBM1', 'O14777']"
6990,PTK2-THSD1-TLN1-VCL complex ,3,"['Q9Y490', 'P18206', 'Q05397']"
9976,ITGA5-ITGB1-TACSTD2-TLN1 complex,3,"['Q9Y490', 'P08648', 'P05556']"
8450,AP-3-KIF3A-RAB4A-RBSN complex,3,"['Q9Y496', 'Q92572', 'O14617']"
6280,NEDD8-NUB1-NPLOC4-UFD1L complex,3,"['Q9Y5A7', 'Q92890', 'Q8TAT6']"
1377,hASC-1 complex,3,"['Q9H1I8', 'Q8N3C0', 'Q15650']"
6949,IDH3A-IDH3-IDH3G complex,3,"['O43837', 'P51553', 'P50213']"
5450,Mediator complex,3,"['O60313', 'Q13503', 'Q9Y2X0']"
642,CtBP complex,3,"['P37275', 'O60341', 'Q9UKL0']"
643,CtBP core complex,3,"['P37275', 'O60341', 'Q9UKL0']"
5183,DNA-PK-Ku-eIF2-NF90-NF45 complex,3,"['P41091', 'P05198', 'P20042']"
2791,MCM4-MCM6-MCM7 complex,3,"['P33991', 'P33993', 'Q14566']"
6984,ProTalpha C2 complex,3,"['P06454', 'P49006', 'Q01105']"
6987,ProTalpha C7 complex,3,"['P06454', 'Q92688', 'P39687']"
6988,ProTalpha C8 complex,3,"['P06454', 'Q92688', 'P39687']"
2343,ITGAV-ITGB5-PLAUR complex,3,"['Q03405', 'P18084', 'P06756']"
7107,IGF2R-PLAUR-PLG complex,3,"['Q03405', 'P00747', 'P11717']"
7109,IGF2R-PLAUR-PLAU complex,3,"['Q03405', 'P11717', 'P00749']"
8901,VTN-PLAU-PLAUR complex,3,"['Q03405', 'P04004', 'P00749']"
6481,WASH complex,3,"['Q12768', 'Q9Y3C0', 'Q2M389']"
7593,AKAP13-MAP2K3-MAP3K20-MAPK14-PKN1 complex,3,"['Q12802', 'Q16512', 'Q16539']"
8173,PDCD6IP-SDCBP-SDC1 complex,3,"['P18827', 'O00560', 'Q8WUM4']"
6396,DNJC3-DNAJB1-HSPA8 complex,3,"['P25685', 'Q13217', 'P11142']"
8357,DNAJB1-HSPA4-HSPA8 complex,3,"['P25685', 'P34932', 'P11142']"
2319,ITGA6-ITGB4-Laminin10/12 complex,3,"['P55268', 'P11047', 'P23229']"
164,Cohesin-SA1 complex,3,"['Q8WVM7', 'O60216', 'Q14683']"
486,WIP-WASp-actin-myosin-IIa complex,3,"['P60660', 'P62736', 'P35579']"
7051,OTUB1-UBC13-MMS2 complex,3,"['P61088', 'Q96FW1', 'Q15819']"
8543,Centriolar subdistal appendage,3,"['Q5SW79', 'Q14203', 'O00139']"
2715,"Ubiquitin E3 ligase (CUL1/2/3, CSN1/8, RBX1, SKP1/2)",3,"['Q99627', 'Q13616', 'P63208']"
6523,Ubiquilin-VCP-erasin complex,3,"['Q92575', 'Q9UMX0', 'P55072']"
6780,RAD6A-KCMF1-UBR4 complex,3,"['Q5T4S7', 'P49459', 'Q9P0J7']"
5253,MNK1-eIF4F complex,3,"['P06730', 'P60842', 'Q04637']"
7281,BIN1-EHBP1-RAB8A complex,3,"['Q8NDI1', 'O00499', 'P61006']"
312,Cell cycle kinase complex CDK4,3,"['P38936', 'P12004', 'P24385']"
7305,"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)",3,"['P00403', 'P14854', 'O00483']"
8569,"MITRAC complex, mitochondrial",3,"['P00403', 'Q9BVV7', 'Q9P0S2']"
2348,ITGAV-ITGB5-CYR61 complex,3,"['O00622', 'P18084', 'P06756']"
2437,ITGA6-ITGB1-CYR61 complex,3,"['O00622', 'P23229', 'P05556']"
2395,ITGA7-ITGB1-CD151 complex,3,"['P48509', 'Q13683', 'P05556']"
2411,ITGA6-ITGB1-CD151 complex,3,"['P48509', 'P23229', 'P05556']"
7945,ITGA3-ITGB1-CD151 complex,3,"['P48509', 'P26006', 'P05556']"
8735,R2TP complex,3,"['Q9NWS0', 'Q9Y230', 'Q9H6T3']"
3059,ITGA11-ITGB1-COL1A1 complex,3,"['Q9UKX5', 'P02452', 'P05556']"
1106,TFIIIC containing-TOP1-SUB1 complex,3,"['P53999', 'Q9Y5Q8', 'Q8WUA4']"
6858,CHTOP-ERH-PRMT1-PRMT5-WDR77 complex,3,"['Q9Y3Y2', 'O14744', 'Q9BQA1']"
8267,DNAJB14-HSPA1-HSPH8-SGTA complex,3,"['Q92598', 'O43765', 'P11142']"
244,BRAFT complex,3,"['P35244', 'P15927', 'P27694']"
248,BRAFT complex,3,"['P35244', 'P15927', 'P27694']"
2738,BLM complex II,3,"['P35244', 'P15927', 'P27694']"
5229,RPA complex,3,"['P35244', 'P15927', 'P27694']"
8248,RPA1-RPA2-RPA3-XPA complex,3,"['P35244', 'P15927', 'P27694']"
7318,CTNNB1-DDX5-HDGF complex,3,"['P17844', 'P51858', 'P35222']"
8389,PRC1.6a complex,3,"['Q13185', 'P61964', 'P61244']"
8390,PRC1.6b complex,3,"['Q13185', 'P61964', 'P61244']"
6072,TRA2B1-SRSF9-SRSF6 complex,3,"['Q13242', 'Q13247', 'P62995']"
7663,HYPK-NAA10-NAA15 complex,3,"['Q9BXJ9', 'Q9NX55', 'P41227']"
7854,NAA10-NAA15_NAA50 complex,3,"['Q9BXJ9', 'Q9GZZ1', 'P41227']"
934,FACT-NEK9 complex,3,"['Q8TD19', 'Q9Y5B9', 'Q08945']"
2055,CASP8-CHUK-IKBKB-MALT1-BCL10 complex,3,"['O14920', 'O15111', 'O95999']"
2118,CHUK-ERC1-IKBKB-IKBKG complex,3,"['O14920', 'O15111', 'Q9Y6K9']"
5234,CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex,3,"['O14920', 'Q16543', 'P07900']"
5844,I-kappa-B kinase complex,3,"['O14920', 'O15111', 'Q9Y6K9']"
1150,Histone H3.3 complex,3,"['O14929', 'P62805', 'P49321']"
770,TREX complex,3,"['Q6I9Y2', 'Q96FV9', 'Q86V81']"
6176,CDCP1-EGFR-SRC complex,3,"['Q9H5V8', 'P12931', 'P00533']"
2766,TERF2-RAP1 complex,3,"['Q9NYB0', 'P49959', 'Q15554']"
49,DNMT3B complex,3,"['O95239', 'Q9NTJ3', 'O95347']"
7388,CENP-A nucleosomal complex,3,"['P62805', 'Q9Y5B9', 'Q08945']"
2962,CRK-BCAR1-DOCK1 complex,3,"['P56945', 'P46108', 'Q14185']"
5282,BCAR1-PTK2-SRC complex,3,"['P56945', 'P12931', 'Q05397']"
6164,ACK1 signaling complex,3,"['P56945', 'P60953', 'P46108']"
6921,BCAR1-MMP14-PTK2 complex,3,"['P56945', 'P50281', 'Q05397']"
2757,"SMN complex, U7 snRNA specific",3,"['P62304', 'P62318', 'P62306']"
833,6S methyltransferase complex,3,"['P62318', 'P62314', 'P54105']"
5220,CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex,3,"['Q13576', 'O15111', 'Q9ULX6']"
6512,ILK-HSP90-CDC37 complex,3,"['Q13418', 'Q16543', 'P07900']"
3015,"p27-cyclinE-Cdk2 - Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1) complex",3,"['Q13616', 'P24941', 'P63208']"
7126,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9, TIMM44), mitochondrial",3,"['P38646', 'O43615', 'Q9HAV7']"
6895,MMXD complex,3,"['O76071', 'P05141', 'Q96T76']"
7808,METTL3-METTL14-WTAP complex,3,"['Q15007', 'Q9HCE5', 'Q86U44']"
7809,m(6)A methyltransferase complex,3,"['Q15007', 'Q9HCE5', 'Q86U44']"
7936,PSO4 complex,3,"['O43660', 'O75934', 'Q9UMS4']"
7937,PSO4-WRN complex,3,"['O43660', 'O75934', 'Q9UMS4']"
6374,Calcineurin-FKBP1A complex,3,"['Q08209', 'P63098', 'P62942']"
11048,PPIA-PPP3CA-PPP3R1 complex,3,"['Q08209', 'P63098', 'P62937']"
7566,7SK RNP complex,3,"['Q4G0J3', 'P50750', 'O94992']"
788,Exosome,3,"['Q5RKV6', 'Q13868', 'Q06265']"
789,Exosome,3,"['Q5RKV6', 'Q13868', 'Q06265']"
7443,Exosome,3,"['Q5RKV6', 'Q13868', 'Q06265']"
2318,ITGA6-ITGB4-Laminin10/12 complex,3,"['P07942', 'P11047', 'P23229']"
207,"Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)",3,"['Q93034', 'Q15369', 'Q15370']"
208,"Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)",3,"['Q93034', 'Q15369', 'Q15370']"
209,"Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)",3,"['Q93034', 'Q15369', 'Q15370']"
210,"Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)",3,"['Q93034', 'Q15369', 'Q15370']"
211,"Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)",3,"['Q93034', 'Q15369', 'Q15370']"
214,"Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)",3,"['Q93034', 'Q15369', 'Q15370']"
6268,"Cullin-RING E3 ubiquitin ligase complex (ASB9, CUL5, TCEB1, TCEB2)",3,"['Q93034', 'Q15369', 'Q15370']"
9980,SOCS2 ubiquitin ligase complex,3,"['Q93034', 'Q15369', 'Q15370']"
650,HDAC2-asscociated core complex,3,"['Q86YP4', 'O94776', 'O95983']"
7221,NSL complex,3,"['O15294', 'P61964', 'P51610']"
7556,PRAME complex,3,"['Q9NPF4', 'Q15369', 'Q15370']"
6289,"prohibitin 2 complex, mitochondrial",3,"['Q99623', 'P05141', 'P45880']"
7551,SMYLE 1 complex,3,"['Q15691', 'Q99996', 'P17612']"
7645,ADGRA2-DOCK1-ELMO2-GNB1-GNG2 complex,3,"['Q96JJ3', 'Q14185', 'P62873']"
5212,Kinase maturation complex 2,3,"['Q9UHD2', 'Q16543', 'P07900']"
8490,MAVS-TRAF3-TBK1-TFG complex,3,"['Q9UHD2', 'Q7Z434', 'Q92734']"
8564,IKBKG-MAVS-TBK1 complex,3,"['Q9UHD2', 'Q9Y6K9', 'Q7Z434']"
8695,DDX58-MAVS-TRAF3-TBK1 complex,3,"['Q9UHD2', 'Q7Z434', 'O95786']"
8741,HSP90-IRF3-TBK1-TOMM70 complex,3,"['Q9UHD2', 'P07900', 'O94826']"
8578,RAB3IP-TRAPP II complex,3,"['Q9UL33', 'O43617', 'Q9Y296']"
8634,mTRAPP II complex,3,"['Q9UL33', 'O43617', 'Q9Y296']"
7836,GOLGA2-PCDC10-STK26 complex,3,"['Q9P289', 'Q08379', 'Q9BUL8']"
7851,APC/C-ANAPC16 complex,3,"['Q96DE5', 'Q9UJX4', 'Q13042']"
166,Cohesin-SA2 complex,3,"['O60216', 'Q8N3U4', 'Q14683']"
2236,ASF1-histone containing complex,3,"['P50502', 'Q13112', 'P49321']"
713,BRG1-SIN3A complex,3,"['O14744', 'O14497', 'Q969G3']"
803,BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,3,"['O14744', 'O14497', 'Q969G3']"
807,BRG1-associated complex,3,"['O14744', 'O14497', 'Q969G3']"
2838,MEP50-PRMT5-ICLN complex,3,"['O14744', 'P54105', 'Q9BQA1']"
7376,BRD7-CBP-SWI–SNF complex,3,"['O14744', 'P51531', 'Q969G3']"
9090,AR-CLNS1A-PRMT5-WDR77 complex,3,"['O14744', 'P54105', 'Q9BQA1']"
